name,time,RMSE_train,RMSE_test,MAE_train,MAE_test,NMSE_train,NMSE_test,r2_train,r2_test
results/aircraft,0,1.8477612845327146e-2,1.712709257821954e-2,1.5363547939939343e-2,1.4300387373273318e-2,2.5558598212134314e-4,2.3453773702584028e-4,0.9997444140178786,0.9997654622629741
results/aircraft,0,3.635334935316174e-2,3.47628959397775e-2,2.9909508874649937e-2,2.911097122333793e-2,9.893140214211492e-4,9.66222923304986e-4,0.9990106859785789,0.999033777076695
results/aircraft,0,8.239239497490096e-2,0.1145163140071932,5.92830150786201e-2,7.928719836785071e-2,5.0818232803152286e-3,1.0485283114939799e-2,0.9949181767196847,0.9895147168850602
results/aircraft,0,4.518677011366308e-2,5.748291470628713e-2,3.5692139880615384e-2,4.6722050916200436e-2,1.5285086601368432e-3,2.641940316548536e-3,0.9984714913398631,0.9973580596834515
results/aircraft,0,4.316280866513157e-2,3.8639545390309296e-2,3.460743550160093e-2,3.1197257623207842e-2,1.3946482893686099e-3,1.1937392020930542e-3,0.9986053517106314,0.9988062607979069
results/aircraft,0,3.572131726149597e-2,3.923407823339289e-2,2.6744707622157478e-2,3.2386850395589584e-2,9.552130243968986e-4,1.230757093290235e-3,0.9990447869756031,0.9987692429067098
results/aircraft,0,0.11383997934300308,0.13812096390632028,8.248378400088513e-2,9.406367293989469e-2,9.701411379541346e-3,1.5253329115607093e-2,0.9902985886204586,0.9847466708843929
results/aircraft,0,3.9199633543842205e-2,4.121619268918561e-2,2.8817965777059987e-2,3.375354154714018e-2,1.1502952287527745e-3,1.3582545964373378e-3,0.9988497047712472,0.9986417454035627
results/aircraft,0,3.5234212527988064e-2,3.589637023117943e-2,2.879303644086274e-2,3.0465557776632707e-2,9.293396006526513e-4,1.030259224252722e-3,0.9990706603993473,0.9989697407757473
results/aircraft,0,4.2136697008665014e-2,5.403438181560881e-2,3.3542117891356596e-2,4.251491889943699e-2,1.3291263958209807e-3,2.3344566544322635e-3,0.998670873604179,0.9976655433455678
results/aircraft,0,4.228065644313832e-2,5.421461093040717e-2,3.270153531835268e-2,4.229158827004378e-2,1.3382237932722154e-3,2.35005556447581e-3,0.9986617762067278,0.9976499444355242
results/aircraft,0,4.0778180390780724e-2,4.7978541515519835e-2,3.254698250352622e-2,3.703455519994e-2,1.2448040417526146e-3,1.840515688343235e-3,0.9987551959582474,0.9981594843116568
results/aircraft,1,3.9217798859311155e-2,4.410997917007872e-2,3.251685928466432e-2,3.5410694851409776e-2,1.1513615814382294e-3,1.5556759771375877e-3,0.9988486384185618,0.9984443240228624
results/aircraft,0,3.7825603360451016e-2,3.9222442305091275e-2,3.1403684711652974e-2,3.254093501844929e-2,1.071067971760718e-3,1.230027172858885e-3,0.9989289320282393,0.9987699728271411
results/aircraft,0,1.8671816565211077e-2,1.7779753870879624e-2,1.5163942992694239e-2,1.4775001702370817e-2,2.60986743587506e-4,2.527533551200587e-4,0.9997390132564125,0.9997472466448799
